Date_time,city,state/province,country,UFO_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
03-12-2001 21:00,beaverton,or,us,light,600,10 minutes,3 Red nocturnal &quot;visitors&quot; seen in Washington County Skies.,03/16/2001,45.4872222,-122.8025
09-12-2001 00:00,los angeles,ca,us,circle,60,1 minute or so,3 UFO over Los Angeles,08/12/2008,34.0522222,-118.2427778
03-01-2002 06:15,naples,fl,us,triangle,180,3 minutes,Black Triangle&#44 clearly seen slowly moving over Alligator Alley March 1st  6:15AM,03/19/2002,26.1416667,-81.795
08-01-2002 15:25,south bend,in,us,oval,600,10 minutes,A red oval-like object flew at constant speed and traveled from South to North.,08/16/2002,41.6833333,-86.25
01-02-2002 17:30,osage beach,mo,us,cigar,600,10 minutes,Cigar shaped object seen near Lake of the Ozarks&#44 MO,01/11/2002,38.1502778,-92.6177778
07-03-2002 01:00,akron,oh,us,oval,20,20 seconds,white oval object seemed to move out of our site straight up and gone,08/16/2002,41.0813889,-81.5191667
07-04-2002 20:23,san bernardino,ca,us,unknown,15,15 sec&#44,Flash of halogen-quality light on fast moving object,07/26/2002,34.1083333,-117.2888889
09-05-2002 23:00,houston,tx,us,disk,120,2 mins,Extreme large&#44 very bright orb gave off no light to anything else&#44 observed in texas.,04/27/2007,29.7630556,-95.3630556
10-05-2002 23:00,alameda,ca,us,light,7,7 seconds,stationary star moves,10/15/2002,37.7652778,-122.2405556
05-06-2002 15:50,st. louis (kirkwood),mo,us,disk,180,2 or 3 minutes,A saucer that glowed like the moon and was the size of the moon cruised over town at about 25 miles per hour from East to West.,05/14/2002,38.6272222,-90.1977778
01-07-2002 18:00,fort washington,md,us,teardrop,2,seconds,Luminous green&#44 white outlined tear shaped object moving quickly accross the sky in a dwonward curve.,01/11/2002,38.7072222,-77.0233333
09-08-2002 16:00,new york city (manhattan),ny,us,sphere,7200,1-2hr,Eleven objects over Manhatten for nearly 2 hours.,09/13/2002,40.7141667,-74.0063889
05-09-2002 18:00,winnipeg (canada),mb,ca,formation,2400,30to40 mins,they were flashing orbes of light&#44consistingof five colors&#44bright white&#44deep blue&#44&#44amber&#44like a traffic light&#44bright red&#44ang deep green,05/14/2002,49.883333,-97.166667
05-10-2002 23:30,san diego,ca,us,triangle,300,5 minutes,Huge Triangle shaped object with amber lights at each point on the underside moving slowly over freeway,12/23/2002,32.7152778,-117.1563889
01-11-2002 18:45,daytona beach,fl,us,light,3600,more than 1 hour,Bright lights seen over ocean in Daytona Beach area on January 11&#44 2002,01/29/2002,29.2105556,-81.0230556
02-12-2002 20:00,lorain,oh,us,disk,120,1-2 minutes,UFO near Cleveland Ohio&#44 evening of 2/12/02.,02/22/2002,41.4527778,-82.1825
04-01-2003 01:00,holmdel,nj,us,fireball,1,1 second,High speed  blue white streak across the sky traveling at low attitude:streak appeared solid&#44 then tailed off.,06/03/2003,40.345,-74.1844444
10-02-2003 02:45,kerrville,tx,us,circle,15,15 seconds,first i saw 8 white lights in a V formation of wich i thought to be one single craft with the 8 lights on it .then they moved west towa,10/07/2003,30.0472222,-99.14
11-04-2003 20:00,belvidere,nc,us,other,600,10 minutes,My family saw strange flying object making wild jerky movements while other objects hovered above in a circle,11/08/2003,36.2686111,-76.5361111
01-06-2003 10:10,montclair,ca,us,fireball,10,10 sec.,burning or bright object not falling to earth but moving back to space moving from east horizon to west horizon less 10 sec.,03/11/2003,34.0775,-117.6888889
05-07-2003 02:00,jonesboro,ar,us,diamond,30,30 seconds,Diamond shaped fuselage with multiple red lights&#44 sweepted wings with multiple white lights...amazing&#33,05/09/2003,35.8422222,-90.7041667
07-08-2003 00:30,grand junction,co,us,sphere,60,1 minute,orbs in Colorado,07/16/2003,39.0638889,-108.55
04-09-2003 21:00,santa rosa,ca,us,other,40,40 sec,STAR LIKE OBJECT FLYING .GENTLEY ACROSS SKY AND TURNS UPWARD AND GONE,04/22/2003,38.4405556,-122.7133333
03-10-2003 20:52,warner springs,ca,us,light,600,10 min.,In the eastern sky (over head&#44 not near the horizon) A bright yellow &#39star&#39 at first glance.  It began to move in a straight line then,03/21/2003,33.2822222,-116.6327778
07-11-2003 20:50,golden,co,us,unknown,480,6-8 minutes,3 lights triangular shaped&#44 AAA fire&#44 lights warping out&#44 stealth-type fighter,09/24/2003,39.7555556,-105.2205556
02-01-2004 01:00,south bend,in,us,unknown,3600,>1 hour,We saw some object in the sky move very slowly that was not a plane or a star.,02/12/2004,41.6833333,-86.25
10-02-2004 18:20,west covina,ca,us,unknown,600,10 minutes,white&#44 caterpillar contrails over Los Angeles County,10/27/2004,34.09,-117.8894444
04-05-2004 20:35,miami,fl,us,unknown,60,1 minute,It looked like a star and moved in a circular pattern.,04/09/2004,25.7738889,-80.1938889
10-06-2004 23:00,placerville,ca,us,disk,3600,1 hour,I saw 5 saucers above Placerville CA.  ((NUFORC Note:  Possible sighting of twinkling stars??  PD)),10/27/2004,38.7297222,-120.7975
11-07-2004 20:30,lavina (near),mt,us,disk,3600,over an hour,Many unusual lights on one object.  ((NUFORC Note:  Twinkling star??  PD)),11/09/2004,46.2947222,-108.9372222
12-08-2004 05:30,montreal (canada),qc,ca,oval,30,about 30 seconds,Bright yellow light at the horizon in the East of Montreal (Qc) on August 12th 2004,08/07/2007,45.5,-73.583333
02-10-2004 05:15,mansfield,oh,us,other,3,3 seconds,THE OBJECT WAS STREAKING&#44 THEN VANISHED,02/12/2004,40.7583333,-82.5155556
